ASSET REGISTRY TEMPLATE  ,,,,,,,,,,,,,,,,,,,,,,
Office Type,Regional Office/ Division Office,Asset Classification,Asset Sub Class,UACS Object Code,Asset Item,Manufacturer,Model,Serial Number,Specification,Property Number,Unit of Measure,Current Condition,Source of Fund,Cost of Acquisition,Date of Acquisition,Estimated Total Life Years,Name of Accountable Officer,Asset Location,Service Center,Room Number,Remarks,Center Manager
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0BCP4J1IY,,CISSL-ICT-2013-105,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0N5Y4R3QZ,,CISSL-ICT-2013-106,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0N5Y4R3OY,,CISSL-ICT-2013-107,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0N5Y4JF4U,,CISSL-ICT-2013-108,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,KEYBOARD,BDAMB0N5Y4R3O3,,CISSL-ICT-2013-109,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EFZ4D84X,,CISSL-ICT-2013-110,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EEPT,,CISSL-ICT-2013-111,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EEQG,,CISSL-ICT-2013-112,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EEQ0,,CISSL-ICT-2013-113,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EEPC,,CISSL-ICT-2013-114,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EFZO,,CISSL-ICT-2013-115,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EEPR,,CISSL-ICT-2013-116,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,DESKTOP COMPUTER (HOST PC),HP,MOUSE,FCGLF0EN34EG09,,CISSL-ICT-2013-117,UNIT,Operational and in good condition,DepED Central Office,"23,920.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
DO,Marikina City,Other Property Plant and Equipment,Other Property Plant and Equipment,#N/A,PRINTER,LEXMARK,"NETWORK PRINTER, LEXMARK E460DN",S72HP91C,,CISSL-ICT-2013-118,UNIT,Operational and in good condition,DepED Central Office,"16,432.00",23-Oct-13,3yrs.,Mita A. Abergos,Concepcion Integrated School - SL,ICT Laboratory,Candazo 301,,Camille Karen G. Bernabe
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
,,,,#N/A,,,,,,,,,,,,,,,,,,
